job_id,time_submitted,status,walltime,competition_sd,immigration_rate,replicate,daisie_version,ddmodel,params_i
23529977,NA,OUT_OF_MEMORY,NA,0.369,0.01,11,IW,11,1
23529978,NA,OUT_OF_MEMORY,NA,0.369,0.01,12,IW,11,1
23529979,NA,OUT_OF_MEMORY,NA,0.369,0.01,13,IW,11,1
23529981,NA,OUT_OF_MEMORY,NA,0.369,0.01,15,IW,11,1
23529980,NA,OUT_OF_MEMORY,NA,0.369,0.01,14,IW,11,1
23529982,NA,OUT_OF_MEMORY,NA,0.369,0.01,16,IW,11,1
23529983,NA,OUT_OF_MEMORY,NA,0.369,0.01,17,IW,11,1
23529984,NA,OUT_OF_MEMORY,NA,0.369,0.01,18,IW,11,1
23529985,NA,COMPLETED,NA,0.369,0.01,19,IW,11,1
23529986,NA,OUT_OF_MEMORY,NA,0.369,0.01,20,IW,11,1
23529987,NA,OUT_OF_MEMORY,NA,0.369,0.01,21,IW,11,1
23529988,NA,OUT_OF_MEMORY,NA,0.369,0.01,22,IW,11,1
23529989,NA,OUT_OF_MEMORY,NA,0.369,0.01,23,IW,11,1
23529990,NA,OUT_OF_MEMORY,NA,0.369,0.01,24,IW,11,1
23529991,NA,OUT_OF_MEMORY,NA,0.369,0.01,25,IW,11,1
23529992,NA,OUT_OF_MEMORY,NA,0.369,0.01,26,IW,11,1
23529993,NA,OUT_OF_MEMORY,NA,0.369,0.01,27,IW,11,1
23529994,NA,OUT_OF_MEMORY,NA,0.369,0.01,28,IW,11,1
23529995,NA,OUT_OF_MEMORY,NA,0.369,0.01,29,IW,11,1
23529996,NA,COMPLETED,NA,0.369,0.01,30,IW,11,1
23529997,NA,COMPLETED,NA,0.369,0.01,31,IW,11,1
23529998,NA,OUT_OF_MEMORY,NA,0.369,0.01,32,IW,11,1
23529999,NA,COMPLETED,NA,0.369,0.01,33,IW,11,1
23530000,NA,OUT_OF_MEMORY,NA,0.369,0.01,34,IW,11,1
23530001,NA,OUT_OF_MEMORY,NA,0.369,0.01,35,IW,11,1
23530002,NA,OUT_OF_MEMORY,NA,0.369,0.01,36,IW,11,1
23530003,NA,OUT_OF_MEMORY,NA,0.369,0.01,37,IW,11,1
23530004,NA,OUT_OF_MEMORY,NA,0.369,0.01,38,IW,11,1
23530005,NA,OUT_OF_MEMORY,NA,0.369,0.01,39,IW,11,1
23530006,NA,OUT_OF_MEMORY,NA,0.369,0.01,40,IW,11,1
23530008,NA,OUT_OF_MEMORY,NA,0.369,0.01,42,IW,11,1
23530007,NA,OUT_OF_MEMORY,NA,0.369,0.01,41,IW,11,1
23530010,NA,COMPLETED,NA,0.369,0.01,44,IW,11,1
23530011,NA,OUT_OF_MEMORY,NA,0.369,0.01,45,IW,11,1
23530012,NA,OUT_OF_MEMORY,NA,0.369,0.01,46,IW,11,1
23530009,NA,OUT_OF_MEMORY,NA,0.369,0.01,43,IW,11,1
23530014,NA,OUT_OF_MEMORY,NA,0.369,0.01,48,IW,11,1
23530013,NA,OUT_OF_MEMORY,NA,0.369,0.01,47,IW,11,1
23530015,NA,OUT_OF_MEMORY,NA,0.369,0.01,49,IW,11,1
23530016,NA,OUT_OF_MEMORY,NA,0.369,0.01,50,IW,11,1
23530017,NA,OUT_OF_MEMORY,NA,0.369,0.01,51,IW,11,1
23530018,NA,OUT_OF_MEMORY,NA,0.369,0.01,52,IW,11,1
23530019,NA,OUT_OF_MEMORY,NA,0.369,0.01,53,IW,11,1
23530020,NA,OUT_OF_MEMORY,NA,0.369,0.01,54,IW,11,1
23530023,NA,OUT_OF_MEMORY,NA,0.369,0.01,57,IW,11,1
23530022,NA,OUT_OF_MEMORY,NA,0.369,0.01,56,IW,11,1
23530021,NA,OUT_OF_MEMORY,NA,0.369,0.01,55,IW,11,1
23530024,NA,OUT_OF_MEMORY,NA,0.369,0.01,58,IW,11,1
23530025,NA,OUT_OF_MEMORY,NA,0.369,0.01,59,IW,11,1
23530027,NA,COMPLETED,NA,0.369,0.01,61,IW,11,1
23530026,NA,OUT_OF_MEMORY,NA,0.369,0.01,60,IW,11,1
23530029,NA,OUT_OF_MEMORY,NA,0.369,0.01,63,IW,11,1
23530030,NA,OUT_OF_MEMORY,NA,0.369,0.01,64,IW,11,1
23530028,NA,OUT_OF_MEMORY,NA,0.369,0.01,62,IW,11,1
23530031,NA,OUT_OF_MEMORY,NA,0.369,0.01,65,IW,11,1
23530032,NA,OUT_OF_MEMORY,NA,0.369,0.01,66,IW,11,1
23530035,NA,OUT_OF_MEMORY,NA,0.369,0.01,69,IW,11,1
23530036,NA,OUT_OF_MEMORY,NA,0.369,0.01,70,IW,11,1
23530038,NA,OUT_OF_MEMORY,NA,0.369,0.01,72,IW,11,1
23530037,NA,OUT_OF_MEMORY,NA,0.369,0.01,71,IW,11,1
23530040,NA,OUT_OF_MEMORY,NA,0.369,0.01,74,IW,11,1
23530041,NA,OUT_OF_MEMORY,NA,0.369,0.01,75,IW,11,1
23530039,NA,OUT_OF_MEMORY,NA,0.369,0.01,73,IW,11,1
23530043,NA,OUT_OF_MEMORY,NA,0.369,0.01,77,IW,11,1
23530042,NA,OUT_OF_MEMORY,NA,0.369,0.01,76,IW,11,1
23530044,NA,OUT_OF_MEMORY,NA,0.369,0.01,78,IW,11,1
23530046,NA,OUT_OF_MEMORY,NA,0.369,0.01,80,IW,11,1
23530047,NA,OUT_OF_MEMORY,NA,0.369,0.01,81,IW,11,1
23530045,NA,OUT_OF_MEMORY,NA,0.369,0.01,79,IW,11,1
23530048,NA,OUT_OF_MEMORY,NA,0.369,0.01,82,IW,11,1
23530049,NA,OUT_OF_MEMORY,NA,0.369,0.01,83,IW,11,1
23530051,NA,OUT_OF_MEMORY,NA,0.369,0.01,85,IW,11,1
23530050,NA,OUT_OF_MEMORY,NA,0.369,0.01,84,IW,11,1
23530052,NA,OUT_OF_MEMORY,NA,0.369,0.01,86,IW,11,1
23530055,NA,OUT_OF_MEMORY,NA,0.369,0.01,89,IW,11,1
23530054,NA,OUT_OF_MEMORY,NA,0.369,0.01,88,IW,11,1
23530053,NA,OUT_OF_MEMORY,NA,0.369,0.01,87,IW,11,1
23530058,NA,OUT_OF_MEMORY,NA,0.369,0.01,92,IW,11,1
23530056,NA,OUT_OF_MEMORY,NA,0.369,0.01,90,IW,11,1
23530057,NA,OUT_OF_MEMORY,NA,0.369,0.01,91,IW,11,1
23530060,NA,OUT_OF_MEMORY,NA,0.369,0.01,94,IW,11,1
23530059,NA,OUT_OF_MEMORY,NA,0.369,0.01,93,IW,11,1
23530061,NA,OUT_OF_MEMORY,NA,0.369,0.01,95,IW,11,1
23530062,NA,OUT_OF_MEMORY,NA,0.369,0.01,96,IW,11,1
23530064,NA,OUT_OF_MEMORY,NA,0.369,0.01,98,IW,11,1
23530063,NA,OUT_OF_MEMORY,NA,0.369,0.01,97,IW,11,1
23530065,NA,OUT_OF_MEMORY,NA,0.369,0.01,99,IW,11,1
23530066,NA,OUT_OF_MEMORY,NA,0.369,0.01,100,IW,11,1
23530033,NA,OUT_OF_MEMORY,NA,0.369,0.01,67,IW,11,1
23530034,NA,COMPLETED,NA,0.369,0.01,68,IW,11,1
23631797,NA,NA,NA,0.369,1e-4,1,CS,11,1
23632003,NA,NA,NA,0.369,1e-4,24,CS,11,1
23632001,NA,NA,NA,0.369,1e-4,22,CS,11,1
23631997,NA,NA,NA,0.369,1e-4,18,CS,11,1
23631998,NA,NA,NA,0.369,1e-4,19,CS,11,1
23631995,NA,NA,NA,0.369,1e-4,16,CS,11,1
23631994,NA,NA,NA,0.369,1e-4,15,CS,11,1
23632000,NA,NA,NA,0.369,1e-4,21,CS,11,1
23632004,NA,NA,NA,0.369,1e-4,25,CS,11,1
23631999,NA,NA,NA,0.369,1e-4,20,CS,11,1
23632002,NA,NA,NA,0.369,1e-4,23,CS,11,1
23631996,NA,NA,NA,0.369,1e-4,17,CS,11,1
23631993,NA,NA,NA,0.369,1e-4,14,CS,11,1
23631991,NA,NA,NA,0.369,1e-4,12,CS,11,1
23631984,NA,NA,NA,0.369,1e-4,5,CS,11,1
23631985,NA,NA,NA,0.369,1e-4,6,CS,11,1
23631981,NA,NA,NA,0.369,1e-4,2,CS,11,1
23631989,NA,NA,NA,0.369,1e-4,10,CS,11,1
23631988,NA,NA,NA,0.369,1e-4,9,CS,11,1
23631983,NA,NA,NA,0.369,1e-4,4,CS,11,1
23631986,NA,NA,NA,0.369,1e-4,7,CS,11,1
23631982,NA,NA,NA,0.369,1e-4,3,CS,11,1
23631990,NA,NA,NA,0.369,1e-4,11,CS,11,1
23631992,NA,NA,NA,0.369,1e-4,13,CS,11,1
23631987,NA,NA,NA,0.369,1e-4,8,CS,11,1
23632019,NA,NA,NA,0.369,1e-4,40,CS,11,1
23632023,NA,NA,NA,0.369,1e-4,44,CS,11,1
23632021,NA,NA,NA,0.369,1e-4,42,CS,11,1
23632024,NA,NA,NA,0.369,1e-4,45,CS,11,1
23632028,NA,NA,NA,0.369,1e-4,49,CS,11,1
23632018,NA,NA,NA,0.369,1e-4,39,CS,11,1
23632010,NA,NA,NA,0.369,1e-4,31,CS,11,1
23632020,NA,NA,NA,0.369,1e-4,41,CS,11,1
23632005,NA,NA,NA,0.369,1e-4,26,CS,11,1
23632027,NA,NA,NA,0.369,1e-4,48,CS,11,1
23632012,NA,NA,NA,0.369,1e-4,33,CS,11,1
23632022,NA,NA,NA,0.369,1e-4,43,CS,11,1
23632025,NA,NA,NA,0.369,1e-4,46,CS,11,1
23632013,NA,NA,NA,0.369,1e-4,34,CS,11,1
23632026,NA,NA,NA,0.369,1e-4,47,CS,11,1
23632015,NA,NA,NA,0.369,1e-4,36,CS,11,1
23632016,NA,NA,NA,0.369,1e-4,37,CS,11,1
23632006,NA,NA,NA,0.369,1e-4,27,CS,11,1
23632007,NA,NA,NA,0.369,1e-4,28,CS,11,1
23632014,NA,NA,NA,0.369,1e-4,35,CS,11,1
23632017,NA,NA,NA,0.369,1e-4,38,CS,11,1
23632011,NA,NA,NA,0.369,1e-4,32,CS,11,1
23632008,NA,NA,NA,0.369,1e-4,29,CS,11,1
23632009,NA,NA,NA,0.369,1e-4,30,CS,11,1
23632070,NA,NA,NA,0.369,1e-4,91,CS,11,1
23632032,NA,NA,NA,0.369,1e-4,53,CS,11,1
23632045,NA,NA,NA,0.369,1e-4,66,CS,11,1
23632044,NA,NA,NA,0.369,1e-4,65,CS,11,1
23632035,NA,NA,NA,0.369,1e-4,56,CS,11,1
23632043,NA,NA,NA,0.369,1e-4,64,CS,11,1
23632062,NA,NA,NA,0.369,1e-4,83,CS,11,1
23632063,NA,NA,NA,0.369,1e-4,84,CS,11,1
23632056,NA,NA,NA,0.369,1e-4,77,CS,11,1
23632046,NA,NA,NA,0.369,1e-4,67,CS,11,1
23632051,NA,NA,NA,0.369,1e-4,72,CS,11,1
23632052,NA,NA,NA,0.369,1e-4,73,CS,11,1
23632030,NA,NA,NA,0.369,1e-4,51,CS,11,1
23632036,NA,NA,NA,0.369,1e-4,57,CS,11,1
23632037,NA,NA,NA,0.369,1e-4,58,CS,11,1
23632033,NA,NA,NA,0.369,1e-4,54,CS,11,1
23632064,NA,NA,NA,0.369,1e-4,85,CS,11,1
23632066,NA,NA,NA,0.369,1e-4,87,CS,11,1
23632065,NA,NA,NA,0.369,1e-4,86,CS,11,1
23632061,NA,NA,NA,0.369,1e-4,82,CS,11,1
23632031,NA,NA,NA,0.369,1e-4,52,CS,11,1
23632050,NA,NA,NA,0.369,1e-4,71,CS,11,1
23632034,NA,NA,NA,0.369,1e-4,55,CS,11,1
23632039,NA,NA,NA,0.369,1e-4,60,CS,11,1
23632042,NA,NA,NA,0.369,1e-4,63,CS,11,1
23632057,NA,NA,NA,0.369,1e-4,78,CS,11,1
23632058,NA,NA,NA,0.369,1e-4,79,CS,11,1
23632047,NA,NA,NA,0.369,1e-4,68,CS,11,1
23632029,NA,NA,NA,0.369,1e-4,50,CS,11,1
23632068,NA,NA,NA,0.369,1e-4,89,CS,11,1
23632067,NA,NA,NA,0.369,1e-4,88,CS,11,1
23632069,NA,NA,NA,0.369,1e-4,90,CS,11,1
23632060,NA,NA,NA,0.369,1e-4,81,CS,11,1
23632048,NA,NA,NA,0.369,1e-4,69,CS,11,1
23632054,NA,NA,NA,0.369,1e-4,75,CS,11,1
23632038,NA,NA,NA,0.369,1e-4,59,CS,11,1
23632041,NA,NA,NA,0.369,1e-4,62,CS,11,1
23632059,NA,NA,NA,0.369,1e-4,80,CS,11,1
23632055,NA,NA,NA,0.369,1e-4,76,CS,11,1
23632049,NA,NA,NA,0.369,1e-4,70,CS,11,1
23632040,NA,NA,NA,0.369,1e-4,61,CS,11,1
23632053,NA,NA,NA,0.369,1e-4,74,CS,11,1
23632072,NA,NA,NA,0.369,1e-4,93,CS,11,1
23632073,NA,NA,NA,0.369,1e-4,94,CS,11,1
23632071,NA,NA,NA,0.369,1e-4,92,CS,11,1
23632082,NA,NA,NA,0.369,0.01,3,CS,11,1
23632080,NA,NA,NA,0.369,0.01,1,CS,11,1
23632081,NA,NA,NA,0.369,0.01,2,CS,11,1
23632076,NA,NA,NA,0.369,1e-4,97,CS,11,1
23632077,NA,NA,NA,0.369,1e-4,98,CS,11,1
23632078,NA,NA,NA,0.369,1e-4,99,CS,11,1
23632079,NA,NA,NA,0.369,1e-4,100,CS,11,1
23632074,NA,NA,NA,0.369,1e-4,95,CS,11,1
23632075,NA,NA,NA,0.369,1e-4,96,CS,11,1
23632083,NA,NA,NA,0.369,0.01,4,CS,11,1
23632090,NA,NA,NA,0.369,0.01,11,CS,11,1
23632084,NA,NA,NA,0.369,0.01,5,CS,11,1
23632089,NA,NA,NA,0.369,0.01,10,CS,11,1
23632092,NA,NA,NA,0.369,0.01,13,CS,11,1
23632091,NA,NA,NA,0.369,0.01,12,CS,11,1
23632088,NA,NA,NA,0.369,0.01,9,CS,11,1
23632087,NA,NA,NA,0.369,0.01,8,CS,11,1
23632086,NA,NA,NA,0.369,0.01,7,CS,11,1
23632085,NA,NA,NA,0.369,0.01,6,CS,11,1
23632095,NA,NA,NA,0.369,0.01,16,CS,11,1
23632096,NA,NA,NA,0.369,0.01,17,CS,11,1
23632093,NA,NA,NA,0.369,0.01,14,CS,11,1
23632094,NA,NA,NA,0.369,0.01,15,CS,11,1
23632097,NA,NA,NA,0.369,0.01,18,CS,11,1
23632120,NA,NA,NA,0.369,0.01,41,CS,11,1
23632121,NA,NA,NA,0.369,0.01,42,CS,11,1
23632119,NA,NA,NA,0.369,0.01,40,CS,11,1
23632116,NA,NA,NA,0.369,0.01,37,CS,11,1
23632110,NA,NA,NA,0.369,0.01,31,CS,11,1
23632114,NA,NA,NA,0.369,0.01,35,CS,11,1
23632113,NA,NA,NA,0.369,0.01,34,CS,11,1
23632112,NA,NA,NA,0.369,0.01,33,CS,11,1
23632117,NA,NA,NA,0.369,0.01,38,CS,11,1
23632115,NA,NA,NA,0.369,0.01,36,CS,11,1
23632118,NA,NA,NA,0.369,0.01,39,CS,11,1
23632111,NA,NA,NA,0.369,0.01,32,CS,11,1
23632103,NA,NA,NA,0.369,0.01,24,CS,11,1
23632107,NA,NA,NA,0.369,0.01,28,CS,11,1
23632102,NA,NA,NA,0.369,0.01,23,CS,11,1
23632109,NA,NA,NA,0.369,0.01,30,CS,11,1
23632108,NA,NA,NA,0.369,0.01,29,CS,11,1
23632104,NA,NA,NA,0.369,0.01,25,CS,11,1
23632101,NA,NA,NA,0.369,0.01,22,CS,11,1
23632098,NA,NA,NA,0.369,0.01,19,CS,11,1
23632105,NA,NA,NA,0.369,0.01,26,CS,11,1
23632106,NA,NA,NA,0.369,0.01,27,CS,11,1
23632100,NA,NA,NA,0.369,0.01,21,CS,11,1
23632099,NA,NA,NA,0.369,0.01,20,CS,11,1
23632139,NA,NA,NA,0.369,0.01,60,CS,11,1
23632127,NA,NA,NA,0.369,0.01,48,CS,11,1
23632143,NA,NA,NA,0.369,0.01,64,CS,11,1
23632132,NA,NA,NA,0.369,0.01,53,CS,11,1
23632131,NA,NA,NA,0.369,0.01,52,CS,11,1
23632144,NA,NA,NA,0.369,0.01,65,CS,11,1
23632124,NA,NA,NA,0.369,0.01,45,CS,11,1
23632135,NA,NA,NA,0.369,0.01,56,CS,11,1
23632126,NA,NA,NA,0.369,0.01,47,CS,11,1
23632128,NA,NA,NA,0.369,0.01,49,CS,11,1
23632122,NA,NA,NA,0.369,0.01,43,CS,11,1
23632137,NA,NA,NA,0.369,0.01,58,CS,11,1
23632129,NA,NA,NA,0.369,0.01,50,CS,11,1
23632136,NA,NA,NA,0.369,0.01,57,CS,11,1
23632123,NA,NA,NA,0.369,0.01,44,CS,11,1
23632125,NA,NA,NA,0.369,0.01,46,CS,11,1
23632133,NA,NA,NA,0.369,0.01,54,CS,11,1
23632138,NA,NA,NA,0.369,0.01,59,CS,11,1
23632140,NA,NA,NA,0.369,0.01,61,CS,11,1
23632142,NA,NA,NA,0.369,0.01,63,CS,11,1
23632130,NA,NA,NA,0.369,0.01,51,CS,11,1
23632134,NA,NA,NA,0.369,0.01,55,CS,11,1
23632141,NA,NA,NA,0.369,0.01,62,CS,11,1
23632156,NA,NA,NA,0.369,0.01,77,CS,11,1
23632157,NA,NA,NA,0.369,0.01,78,CS,11,1
23632152,NA,NA,NA,0.369,0.01,73,CS,11,1
23632158,NA,NA,NA,0.369,0.01,79,CS,11,1
23632153,NA,NA,NA,0.369,0.01,74,CS,11,1
23632155,NA,NA,NA,0.369,0.01,76,CS,11,1
23632154,NA,NA,NA,0.369,0.01,75,CS,11,1
23632151,NA,NA,NA,0.369,0.01,72,CS,11,1
23632145,NA,NA,NA,0.369,0.01,66,CS,11,1
23632146,NA,NA,NA,0.369,0.01,67,CS,11,1
23632148,NA,NA,NA,0.369,0.01,69,CS,11,1
23632150,NA,NA,NA,0.369,0.01,71,CS,11,1
23632147,NA,NA,NA,0.369,0.01,68,CS,11,1
23632149,NA,NA,NA,0.369,0.01,70,CS,11,1
23632162,NA,NA,NA,0.369,0.01,83,CS,11,1
23632159,NA,NA,NA,0.369,0.01,80,CS,11,1
23632160,NA,NA,NA,0.369,0.01,81,CS,11,1
23632161,NA,NA,NA,0.369,0.01,82,CS,11,1
23632163,NA,NA,NA,0.369,0.01,84,CS,11,1
23632164,NA,NA,NA,0.369,0.01,85,CS,11,1
23632165,NA,NA,NA,0.369,0.01,86,CS,11,1
23632166,NA,NA,NA,0.369,0.01,87,CS,11,1
23632169,NA,NA,NA,0.369,0.01,90,CS,11,1
23632167,NA,NA,NA,0.369,0.01,88,CS,11,1
23632168,NA,NA,NA,0.369,0.01,89,CS,11,1
23632171,NA,NA,NA,0.369,0.01,92,CS,11,1
23632170,NA,NA,NA,0.369,0.01,91,CS,11,1
23632172,NA,NA,NA,0.369,0.01,93,CS,11,1
23632173,NA,NA,NA,0.369,0.01,94,CS,11,1
23632174,NA,NA,NA,0.369,0.01,95,CS,11,1
23632176,NA,NA,NA,0.369,0.01,97,CS,11,1
23632175,NA,NA,NA,0.369,0.01,96,CS,11,1
23632177,NA,NA,NA,0.369,0.01,98,CS,11,1
23632179,NA,NA,NA,0.369,0.01,100,CS,11,1
23632178,NA,NA,NA,0.369,0.01,99,CS,11,1
23633059,NA,NA,NA,0.091,0.01,2,IW,11,1
23633060,NA,NA,NA,0.091,0.01,4,IW,11,1
23633061,NA,NA,NA,0.091,0.01,5,IW,11,1
23633062,NA,NA,NA,0.091,0.01,9,IW,11,1
23633063,NA,NA,NA,0.091,0.01,8,IW,11,1
23633064,NA,NA,NA,0.091,0.01,12,IW,11,1
23633065,NA,NA,NA,0.091,0.01,16,IW,11,1
23633066,NA,NA,NA,0.091,0.01,18,IW,11,1
23633067,NA,NA,NA,0.091,0.01,17,IW,11,1
23633068,NA,NA,NA,0.091,0.01,19,IW,11,1
23633069,NA,NA,NA,0.091,0.01,20,IW,11,1
23633070,NA,NA,NA,0.091,0.01,22,IW,11,1
23633075,NA,NA,NA,0.091,0.01,35,IW,11,1
23633074,NA,NA,NA,0.091,0.01,34,IW,11,1
23633077,NA,NA,NA,0.091,0.01,28,IW,11,1
23633076,NA,NA,NA,0.091,0.01,36,IW,11,1
23633072,NA,NA,NA,0.091,0.01,32,IW,11,1
23633071,NA,NA,NA,0.091,0.01,25,IW,11,1
23633073,NA,NA,NA,0.091,0.01,33,IW,11,1
23633082,NA,NA,NA,0.091,0.01,51,IW,11,1
23633084,NA,NA,NA,0.091,0.01,56,IW,11,1
23633083,NA,NA,NA,0.091,0.01,53,IW,11,1
23633080,NA,NA,NA,0.091,0.01,47,IW,11,1
23633081,NA,NA,NA,0.091,0.01,50,IW,11,1
23633079,NA,NA,NA,0.091,0.01,42,IW,11,1
23633078,NA,NA,NA,0.091,0.01,41,IW,11,1
23633086,NA,NA,NA,0.091,0.01,62,IW,11,1
23633085,NA,NA,NA,0.091,0.01,61,IW,11,1
23633087,NA,NA,NA,0.091,0.01,63,IW,11,1
23633088,NA,NA,NA,0.091,0.01,66,IW,11,1
23633089,NA,NA,NA,0.091,0.01,67,IW,11,1
23633090,NA,NA,NA,0.091,0.01,70,IW,11,1
23633091,NA,NA,NA,0.091,0.01,71,IW,11,1
23633092,NA,NA,NA,0.091,0.01,72,IW,11,1
23633093,NA,NA,NA,0.091,0.01,73,IW,11,1
23633094,NA,NA,NA,0.091,0.01,74,IW,11,1
23633095,NA,NA,NA,0.091,0.01,77,IW,11,1
23633096,NA,NA,NA,0.091,0.01,76,IW,11,1
23633097,NA,NA,NA,0.091,0.01,75,IW,11,1
23633098,NA,NA,NA,0.091,0.01,79,IW,11,1
23633099,NA,NA,NA,0.091,0.01,78,IW,11,1
23633100,NA,NA,NA,0.091,0.01,82,IW,11,1
23633101,NA,NA,NA,0.091,0.01,83,IW,11,1
23633102,NA,NA,NA,0.091,0.01,84,IW,11,1
23633103,NA,NA,NA,0.091,0.01,85,IW,11,1
23633104,NA,NA,NA,0.091,0.01,86,IW,11,1
23633105,NA,NA,NA,0.091,0.01,91,IW,11,1
23633106,NA,NA,NA,0.091,0.01,92,IW,11,1
23633107,NA,NA,NA,0.091,0.01,88,IW,11,1
23633108,NA,NA,NA,0.369,0.01,3,IW,11,1
23633109,NA,NA,NA,0.369,0.01,2,IW,11,1
23633110,NA,NA,NA,0.369,0.01,1,IW,11,1
23633114,NA,NA,NA,0.369,0.01,8,IW,11,1
23633113,NA,NA,NA,0.369,0.01,7,IW,11,1
23633112,NA,NA,NA,0.369,0.01,5,IW,11,1
23633115,NA,NA,NA,0.369,0.01,9,IW,11,1
23633111,NA,NA,NA,0.369,0.01,4,IW,11,1
23633116,NA,NA,NA,0.369,0.01,10,IW,11,1
23633118,NA,NA,NA,0.369,0.01,12,IW,11,1
23633117,NA,NA,NA,0.369,0.01,11,IW,11,1
23633121,NA,NA,NA,0.369,0.01,14,IW,11,1
23633120,NA,NA,NA,0.369,0.01,15,IW,11,1
23633119,NA,NA,NA,0.369,0.01,13,IW,11,1
23633123,NA,NA,NA,0.369,0.01,17,IW,11,1
23633122,NA,NA,NA,0.369,0.01,16,IW,11,1
23633124,NA,NA,NA,0.369,0.01,18,IW,11,1
23633125,NA,NA,NA,0.369,0.01,20,IW,11,1
23633126,NA,NA,NA,0.369,0.01,21,IW,11,1
23633127,NA,NA,NA,0.369,0.01,22,IW,11,1
23633128,NA,NA,NA,0.369,0.01,23,IW,11,1
23633129,NA,NA,NA,0.369,0.01,24,IW,11,1
23633130,NA,NA,NA,0.369,0.01,25,IW,11,1
23633132,NA,NA,NA,0.369,0.01,27,IW,11,1
23633131,NA,NA,NA,0.369,0.01,26,IW,11,1
23633133,NA,NA,NA,0.369,0.01,28,IW,11,1
23633134,NA,NA,NA,0.369,0.01,29,IW,11,1
23633135,NA,NA,NA,0.369,0.01,32,IW,11,1
23633136,NA,NA,NA,0.369,0.01,34,IW,11,1
23633137,NA,NA,NA,0.369,0.01,35,IW,11,1
23633138,NA,NA,NA,0.369,0.01,36,IW,11,1
23633139,NA,NA,NA,0.369,0.01,37,IW,11,1
23633140,NA,NA,NA,0.369,0.01,38,IW,11,1
23633141,NA,NA,NA,0.369,0.01,39,IW,11,1
23633142,NA,NA,NA,0.369,0.01,40,IW,11,1
23633143,NA,NA,NA,0.369,0.01,42,IW,11,1
23633144,NA,NA,NA,0.369,0.01,41,IW,11,1
23633145,NA,NA,NA,0.369,0.01,45,IW,11,1
23633146,NA,NA,NA,0.369,0.01,46,IW,11,1
