job_id,time_submitted,status,walltime,competition_sd,immigration_rate,replicate,daisie_version,ddmodel,params_i
23633147,NA,NA,NA,0.369,0.01,43,IW,11,1
23633148,NA,NA,NA,0.369,0.01,48,IW,11,1
23633149,NA,NA,NA,0.369,0.01,47,IW,11,1
23633150,NA,NA,NA,0.369,0.01,49,IW,11,1
23633151,NA,NA,NA,0.369,0.01,50,IW,11,1
23633152,NA,NA,NA,0.369,0.01,51,IW,11,1
23633153,NA,NA,NA,0.369,0.01,52,IW,11,1
23633154,NA,NA,NA,0.369,0.01,53,IW,11,1
23633155,NA,NA,NA,0.369,0.01,54,IW,11,1
23633156,NA,NA,NA,0.369,0.01,57,IW,11,1
23633157,NA,NA,NA,0.369,0.01,56,IW,11,1
23633158,NA,NA,NA,0.369,0.01,55,IW,11,1
23633159,NA,NA,NA,0.369,0.01,58,IW,11,1
23633160,NA,NA,NA,0.369,0.01,59,IW,11,1
23633162,NA,NA,NA,0.369,0.01,63,IW,11,1
23633161,NA,NA,NA,0.369,0.01,60,IW,11,1
23633163,NA,NA,NA,0.369,0.01,64,IW,11,1
23633164,NA,NA,NA,0.369,0.01,62,IW,11,1
23633165,NA,NA,NA,0.369,0.01,65,IW,11,1
23633166,NA,NA,NA,0.369,0.01,66,IW,11,1
23633167,NA,NA,NA,0.369,0.01,69,IW,11,1
23633169,NA,NA,NA,0.369,0.01,72,IW,11,1
23633168,NA,NA,NA,0.369,0.01,70,IW,11,1
23633170,NA,NA,NA,0.369,0.01,71,IW,11,1
23633171,NA,NA,NA,0.369,0.01,74,IW,11,1
23633172,NA,NA,NA,0.369,0.01,75,IW,11,1
23633173,NA,NA,NA,0.369,0.01,73,IW,11,1
23633174,NA,NA,NA,0.369,0.01,77,IW,11,1
23633175,NA,NA,NA,0.369,0.01,76,IW,11,1
23633176,NA,NA,NA,0.369,0.01,78,IW,11,1
23633177,NA,NA,NA,0.369,0.01,80,IW,11,1
23633178,NA,NA,NA,0.369,0.01,81,IW,11,1
23633179,NA,NA,NA,0.369,0.01,79,IW,11,1
23633180,NA,NA,NA,0.369,0.01,82,IW,11,1
23633181,NA,NA,NA,0.369,0.01,83,IW,11,1
23633182,NA,NA,NA,0.369,0.01,85,IW,11,1
23633183,NA,NA,NA,0.369,0.01,84,IW,11,1
23633184,NA,NA,NA,0.369,0.01,86,IW,11,1
23633185,NA,NA,NA,0.369,0.01,89,IW,11,1
23633186,NA,NA,NA,0.369,0.01,88,IW,11,1
23633187,NA,NA,NA,0.369,0.01,87,IW,11,1
23633188,NA,NA,NA,0.369,0.01,92,IW,11,1
23633189,NA,NA,NA,0.369,0.01,90,IW,11,1
23633190,NA,NA,NA,0.369,0.01,91,IW,11,1
23633191,NA,NA,NA,0.369,0.01,94,IW,11,1
23633192,NA,NA,NA,0.369,0.01,93,IW,11,1
23633193,NA,NA,NA,0.369,0.01,95,IW,11,1
23633195,NA,NA,NA,0.369,0.01,98,IW,11,1
23633194,NA,NA,NA,0.369,0.01,96,IW,11,1
23633196,NA,NA,NA,0.369,0.01,97,IW,11,1
23633197,NA,NA,NA,0.369,0.01,99,IW,11,1
23633198,NA,NA,NA,0.369,0.01,100,IW,11,1
23633199,NA,NA,NA,0.369,0.01,67,IW,11,1
23658995,NA,NA,NA,0.369,1e-4,4,CS,11,1
23659012,NA,NA,NA,0.369,1e-4,21,CS,11,1
23659013,NA,NA,NA,0.369,1e-4,22,CS,11,1
23659014,NA,NA,NA,0.369,1e-4,23,CS,11,1
23659002,NA,NA,NA,0.369,1e-4,11,CS,11,1
23659001,NA,NA,NA,0.369,1e-4,10,CS,11,1
23659020,NA,NA,NA,0.369,1e-4,29,CS,11,1
23659019,NA,NA,NA,0.369,1e-4,28,CS,11,1
23659026,NA,NA,NA,0.369,1e-4,35,CS,11,1
23659025,NA,NA,NA,0.369,1e-4,34,CS,11,1
23659040,NA,NA,NA,0.369,1e-4,49,CS,11,1
23659039,NA,NA,NA,0.369,1e-4,48,CS,11,1
23659038,NA,NA,NA,0.369,1e-4,47,CS,11,1
23659016,NA,NA,NA,0.369,1e-4,25,CS,11,1
23659017,NA,NA,NA,0.369,1e-4,26,CS,11,1
23659004,NA,NA,NA,0.369,1e-4,13,CS,11,1
23659003,NA,NA,NA,0.369,1e-4,12,CS,11,1
23659024,NA,NA,NA,0.369,1e-4,33,CS,11,1
23659018,NA,NA,NA,0.369,1e-4,27,CS,11,1
23659015,NA,NA,NA,0.369,1e-4,24,CS,11,1
23659005,NA,NA,NA,0.369,1e-4,14,CS,11,1
23659006,NA,NA,NA,0.369,1e-4,15,CS,11,1
23659009,NA,NA,NA,0.369,1e-4,18,CS,11,1
23659008,NA,NA,NA,0.369,1e-4,17,CS,11,1
23659036,NA,NA,NA,0.369,1e-4,45,CS,11,1
23659022,NA,NA,NA,0.369,1e-4,31,CS,11,1
23659021,NA,NA,NA,0.369,1e-4,30,CS,11,1
23659023,NA,NA,NA,0.369,1e-4,32,CS,11,1
23658999,NA,NA,NA,0.369,1e-4,8,CS,11,1
23658998,NA,NA,NA,0.369,1e-4,7,CS,11,1
23658996,NA,NA,NA,0.369,1e-4,5,CS,11,1
23659000,NA,NA,NA,0.369,1e-4,9,CS,11,1
23658997,NA,NA,NA,0.369,1e-4,6,CS,11,1
23659011,NA,NA,NA,0.369,1e-4,20,CS,11,1
23658994,NA,NA,NA,0.369,1e-4,3,CS,11,1
23659037,NA,NA,NA,0.369,1e-4,46,CS,11,1
23658993,NA,NA,NA,0.369,1e-4,2,CS,11,1
23659010,NA,NA,NA,0.369,1e-4,19,CS,11,1
23658992,NA,NA,NA,0.369,1e-4,1,CS,11,1
23659031,NA,NA,NA,0.369,1e-4,40,CS,11,1
23659033,NA,NA,NA,0.369,1e-4,42,CS,11,1
23659034,NA,NA,NA,0.369,1e-4,43,CS,11,1
23659032,NA,NA,NA,0.369,1e-4,41,CS,11,1
23659007,NA,NA,NA,0.369,1e-4,16,CS,11,1
23659027,NA,NA,NA,0.369,1e-4,36,CS,11,1
23659035,NA,NA,NA,0.369,1e-4,44,CS,11,1
23659029,NA,NA,NA,0.369,1e-4,38,CS,11,1
23659030,NA,NA,NA,0.369,1e-4,39,CS,11,1
23659041,NA,NA,NA,0.369,1e-4,50,CS,11,1
23659028,NA,NA,NA,0.369,1e-4,37,CS,11,1
23659196,NA,NA,NA,0.369,1e-4,4,CS,11,1
23659203,NA,NA,NA,0.369,1e-4,11,CS,11,1
23659204,NA,NA,NA,0.369,1e-4,12,CS,11,1
23659219,NA,NA,NA,0.369,1e-4,27,CS,11,1
23659218,NA,NA,NA,0.369,1e-4,26,CS,11,1
23659225,NA,NA,NA,0.369,1e-4,33,CS,11,1
23659224,NA,NA,NA,0.369,1e-4,32,CS,11,1
23659237,NA,NA,NA,0.369,1e-4,45,CS,11,1
23659239,NA,NA,NA,0.369,1e-4,47,CS,11,1
23659238,NA,NA,NA,0.369,1e-4,46,CS,11,1
23659216,NA,NA,NA,0.369,1e-4,24,CS,11,1
23659215,NA,NA,NA,0.369,1e-4,23,CS,11,1
23659217,NA,NA,NA,0.369,1e-4,25,CS,11,1
23659205,NA,NA,NA,0.369,1e-4,13,CS,11,1
23659206,NA,NA,NA,0.369,1e-4,14,CS,11,1
23659223,NA,NA,NA,0.369,1e-4,31,CS,11,1
23659207,NA,NA,NA,0.369,1e-4,15,CS,11,1
23659208,NA,NA,NA,0.369,1e-4,16,CS,11,1
23659214,NA,NA,NA,0.369,1e-4,22,CS,11,1
23659211,NA,NA,NA,0.369,1e-4,19,CS,11,1
23659210,NA,NA,NA,0.369,1e-4,18,CS,11,1
23659235,NA,NA,NA,0.369,1e-4,43,CS,11,1
23659220,NA,NA,NA,0.369,1e-4,28,CS,11,1
23659221,NA,NA,NA,0.369,1e-4,29,CS,11,1
23659222,NA,NA,NA,0.369,1e-4,30,CS,11,1
23659236,NA,NA,NA,0.369,1e-4,44,CS,11,1
23659209,NA,NA,NA,0.369,1e-4,17,CS,11,1
23659199,NA,NA,NA,0.369,1e-4,7,CS,11,1
23659202,NA,NA,NA,0.369,1e-4,10,CS,11,1
23659212,NA,NA,NA,0.369,1e-4,20,CS,11,1
23659197,NA,NA,NA,0.369,1e-4,5,CS,11,1
23659213,NA,NA,NA,0.369,1e-4,21,CS,11,1
23659200,NA,NA,NA,0.369,1e-4,8,CS,11,1
23659242,NA,NA,NA,0.369,1e-4,50,CS,11,1
23659241,NA,NA,NA,0.369,1e-4,49,CS,11,1
23659201,NA,NA,NA,0.369,1e-4,9,CS,11,1
23659232,NA,NA,NA,0.369,1e-4,40,CS,11,1
23659233,NA,NA,NA,0.369,1e-4,41,CS,11,1
23659230,NA,NA,NA,0.369,1e-4,38,CS,11,1
23659198,NA,NA,NA,0.369,1e-4,6,CS,11,1
23659194,NA,NA,NA,0.369,1e-4,2,CS,11,1
23659195,NA,NA,NA,0.369,1e-4,3,CS,11,1
23659193,NA,NA,NA,0.369,1e-4,1,CS,11,1
23659231,NA,NA,NA,0.369,1e-4,39,CS,11,1
23659234,NA,NA,NA,0.369,1e-4,42,CS,11,1
23659226,NA,NA,NA,0.369,1e-4,34,CS,11,1
23659228,NA,NA,NA,0.369,1e-4,36,CS,11,1
23659229,NA,NA,NA,0.369,1e-4,37,CS,11,1
23659240,NA,NA,NA,0.369,1e-4,48,CS,11,1
23659227,NA,NA,NA,0.369,1e-4,35,CS,11,1
23659244,NA,NA,NA,0.369,1e-4,52,CS,11,1
23659243,NA,NA,NA,0.369,1e-4,51,CS,11,1
23659246,NA,NA,NA,0.369,1e-4,54,CS,11,1
23659247,NA,NA,NA,0.369,1e-4,55,CS,11,1
23659248,NA,NA,NA,0.369,1e-4,56,CS,11,1
23659249,NA,NA,NA,0.369,1e-4,57,CS,11,1
23659245,NA,NA,NA,0.369,1e-4,53,CS,11,1
23659260,NA,NA,NA,0.369,1e-4,68,CS,11,1
23659259,NA,NA,NA,0.369,1e-4,67,CS,11,1
23659257,NA,NA,NA,0.369,1e-4,65,CS,11,1
23659255,NA,NA,NA,0.369,1e-4,63,CS,11,1
23659254,NA,NA,NA,0.369,1e-4,62,CS,11,1
23659250,NA,NA,NA,0.369,1e-4,58,CS,11,1
23659251,NA,NA,NA,0.369,1e-4,59,CS,11,1
23659256,NA,NA,NA,0.369,1e-4,64,CS,11,1
23659258,NA,NA,NA,0.369,1e-4,66,CS,11,1
23659252,NA,NA,NA,0.369,1e-4,60,CS,11,1
23659253,NA,NA,NA,0.369,1e-4,61,CS,11,1
23659266,NA,NA,NA,0.369,1e-4,74,CS,11,1
23659265,NA,NA,NA,0.369,1e-4,73,CS,11,1
23659269,NA,NA,NA,0.369,1e-4,77,CS,11,1
23659267,NA,NA,NA,0.369,1e-4,75,CS,11,1
23659264,NA,NA,NA,0.369,1e-4,72,CS,11,1
23659262,NA,NA,NA,0.369,1e-4,70,CS,11,1
23659268,NA,NA,NA,0.369,1e-4,76,CS,11,1
23659263,NA,NA,NA,0.369,1e-4,71,CS,11,1
23659261,NA,NA,NA,0.369,1e-4,69,CS,11,1
23659270,NA,NA,NA,0.369,1e-4,78,CS,11,1
23659283,NA,NA,NA,0.369,1e-4,91,CS,11,1
23659274,NA,NA,NA,0.369,1e-4,82,CS,11,1
23659292,NA,NA,NA,0.369,1e-4,100,CS,11,1
23659293,NA,NA,NA,0.369,0.01,1,CS,11,1
23659277,NA,NA,NA,0.369,1e-4,85,CS,11,1
23659281,NA,NA,NA,0.369,1e-4,89,CS,11,1
23659275,NA,NA,NA,0.369,1e-4,83,CS,11,1
23659276,NA,NA,NA,0.369,1e-4,84,CS,11,1
23659290,NA,NA,NA,0.369,1e-4,98,CS,11,1
23659280,NA,NA,NA,0.369,1e-4,88,CS,11,1
23659279,NA,NA,NA,0.369,1e-4,87,CS,11,1
23659295,NA,NA,NA,0.369,0.01,3,CS,11,1
23659273,NA,NA,NA,0.369,1e-4,81,CS,11,1
23659288,NA,NA,NA,0.369,1e-4,96,CS,11,1
23659291,NA,NA,NA,0.369,1e-4,99,CS,11,1
23659294,NA,NA,NA,0.369,0.01,2,CS,11,1
23659271,NA,NA,NA,0.369,1e-4,79,CS,11,1
23659278,NA,NA,NA,0.369,1e-4,86,CS,11,1
23659287,NA,NA,NA,0.369,1e-4,95,CS,11,1
23659289,NA,NA,NA,0.369,1e-4,97,CS,11,1
23659282,NA,NA,NA,0.369,1e-4,90,CS,11,1
23659284,NA,NA,NA,0.369,1e-4,92,CS,11,1
23659272,NA,NA,NA,0.369,1e-4,80,CS,11,1
23659286,NA,NA,NA,0.369,1e-4,94,CS,11,1
23659285,NA,NA,NA,0.369,1e-4,93,CS,11,1
23659300,NA,NA,NA,0.369,0.01,8,CS,11,1
23659298,NA,NA,NA,0.369,0.01,6,CS,11,1
23659299,NA,NA,NA,0.369,0.01,7,CS,11,1
23659296,NA,NA,NA,0.369,0.01,4,CS,11,1
23659297,NA,NA,NA,0.369,0.01,5,CS,11,1
23659301,NA,NA,NA,0.369,0.01,9,CS,11,1
23659313,NA,NA,NA,0.369,0.01,21,CS,11,1
23659304,NA,NA,NA,0.369,0.01,12,CS,11,1
23659308,NA,NA,NA,0.369,0.01,16,CS,11,1
23659309,NA,NA,NA,0.369,0.01,17,CS,11,1
23659316,NA,NA,NA,0.369,0.01,24,CS,11,1
23659311,NA,NA,NA,0.369,0.01,19,CS,11,1
23659310,NA,NA,NA,0.369,0.01,18,CS,11,1
23659318,NA,NA,NA,0.369,0.01,26,CS,11,1
23659306,NA,NA,NA,0.369,0.01,14,CS,11,1
23659305,NA,NA,NA,0.369,0.01,13,CS,11,1
23659307,NA,NA,NA,0.369,0.01,15,CS,11,1
23659303,NA,NA,NA,0.369,0.01,11,CS,11,1
23659321,NA,NA,NA,0.369,0.01,29,CS,11,1
23659320,NA,NA,NA,0.369,0.01,28,CS,11,1
23659323,NA,NA,NA,0.369,0.01,31,CS,11,1
23659325,NA,NA,NA,0.369,0.01,33,CS,11,1
23659314,NA,NA,NA,0.369,0.01,22,CS,11,1
23659315,NA,NA,NA,0.369,0.01,23,CS,11,1
23659302,NA,NA,NA,0.369,0.01,10,CS,11,1
23659322,NA,NA,NA,0.369,0.01,30,CS,11,1
23659317,NA,NA,NA,0.369,0.01,25,CS,11,1
23659324,NA,NA,NA,0.369,0.01,32,CS,11,1
23659312,NA,NA,NA,0.369,0.01,20,CS,11,1
23659319,NA,NA,NA,0.369,0.01,27,CS,11,1
23659332,NA,NA,NA,0.369,0.01,40,CS,11,1
23659328,NA,NA,NA,0.369,0.01,36,CS,11,1
23659331,NA,NA,NA,0.369,0.01,39,CS,11,1
23659329,NA,NA,NA,0.369,0.01,37,CS,11,1
23659330,NA,NA,NA,0.369,0.01,38,CS,11,1
23659334,NA,NA,NA,0.369,0.01,42,CS,11,1
23659326,NA,NA,NA,0.369,0.01,34,CS,11,1
23659327,NA,NA,NA,0.369,0.01,35,CS,11,1
23659333,NA,NA,NA,0.369,0.01,41,CS,11,1
23659338,NA,NA,NA,0.369,0.01,46,CS,11,1
23659337,NA,NA,NA,0.369,0.01,45,CS,11,1
23659342,NA,NA,NA,0.369,0.01,50,CS,11,1
23659345,NA,NA,NA,0.369,0.01,53,CS,11,1
23659344,NA,NA,NA,0.369,0.01,52,CS,11,1
23659350,NA,NA,NA,0.369,0.01,58,CS,11,1
23659346,NA,NA,NA,0.369,0.01,54,CS,11,1
23659343,NA,NA,NA,0.369,0.01,51,CS,11,1
23659336,NA,NA,NA,0.369,0.01,44,CS,11,1
23659340,NA,NA,NA,0.369,0.01,48,CS,11,1
23659349,NA,NA,NA,0.369,0.01,57,CS,11,1
23659348,NA,NA,NA,0.369,0.01,56,CS,11,1
23659347,NA,NA,NA,0.369,0.01,55,CS,11,1
23659341,NA,NA,NA,0.369,0.01,49,CS,11,1
23659335,NA,NA,NA,0.369,0.01,43,CS,11,1
23659339,NA,NA,NA,0.369,0.01,47,CS,11,1
23659351,NA,NA,NA,0.369,0.01,59,CS,11,1
23659352,NA,NA,NA,0.369,0.01,60,CS,11,1
23659366,NA,NA,NA,0.369,0.01,74,CS,11,1
23659367,NA,NA,NA,0.369,0.01,75,CS,11,1
23659368,NA,NA,NA,0.369,0.01,76,CS,11,1
23659369,NA,NA,NA,0.369,0.01,77,CS,11,1
23659364,NA,NA,NA,0.369,0.01,72,CS,11,1
23659363,NA,NA,NA,0.369,0.01,71,CS,11,1
23659365,NA,NA,NA,0.369,0.01,73,CS,11,1
23659359,NA,NA,NA,0.369,0.01,67,CS,11,1
23659358,NA,NA,NA,0.369,0.01,66,CS,11,1
23659372,NA,NA,NA,0.369,0.01,80,CS,11,1
23659361,NA,NA,NA,0.369,0.01,69,CS,11,1
23659360,NA,NA,NA,0.369,0.01,68,CS,11,1
23659357,NA,NA,NA,0.369,0.01,65,CS,11,1
23659370,NA,NA,NA,0.369,0.01,78,CS,11,1
23659354,NA,NA,NA,0.369,0.01,62,CS,11,1
23659355,NA,NA,NA,0.369,0.01,63,CS,11,1
23659371,NA,NA,NA,0.369,0.01,79,CS,11,1
23659356,NA,NA,NA,0.369,0.01,64,CS,11,1
23659353,NA,NA,NA,0.369,0.01,61,CS,11,1
23659362,NA,NA,NA,0.369,0.01,70,CS,11,1
23659375,NA,NA,NA,0.369,0.01,83,CS,11,1
23659374,NA,NA,NA,0.369,0.01,82,CS,11,1
23659377,NA,NA,NA,0.369,0.01,85,CS,11,1
23659378,NA,NA,NA,0.369,0.01,86,CS,11,1
23659376,NA,NA,NA,0.369,0.01,84,CS,11,1
23659373,NA,NA,NA,0.369,0.01,81,CS,11,1
23659379,NA,NA,NA,0.369,0.01,87,CS,11,1
23659383,NA,NA,NA,0.369,0.01,91,CS,11,1
23659381,NA,NA,NA,0.369,0.01,89,CS,11,1
23659384,NA,NA,NA,0.369,0.01,92,CS,11,1
23659380,NA,NA,NA,0.369,0.01,88,CS,11,1
23659382,NA,NA,NA,0.369,0.01,90,CS,11,1
23659385,NA,NA,NA,0.369,0.01,93,CS,11,1
23659391,NA,NA,NA,0.369,0.01,99,CS,11,1
23659392,NA,NA,NA,0.369,0.01,100,CS,11,1
23659390,NA,NA,NA,0.369,0.01,98,CS,11,1
23659387,NA,NA,NA,0.369,0.01,95,CS,11,1
23659388,NA,NA,NA,0.369,0.01,96,CS,11,1
23659389,NA,NA,NA,0.369,0.01,97,CS,11,1
23659386,NA,NA,NA,0.369,0.01,94,CS,11,1
23673028,,NA,NA,0.369,1e-04,2,IW,11,1
23673030,,NA,NA,0.369,1e-04,4,IW,11,1
23673029,,NA,NA,0.369,1e-04,3,IW,11,1
23673032,,NA,NA,0.369,1e-04,6,IW,11,1
23673034,,NA,NA,0.369,1e-04,8,IW,11,1
23673040,,NA,NA,0.369,1e-04,14,IW,11,1
23673044,,NA,NA,0.369,1e-04,18,IW,11,1
23673045,,NA,NA,0.369,1e-04,19,IW,11,1
23673043,,NA,NA,0.369,1e-04,17,IW,11,1
23673042,,NA,NA,0.369,1e-04,16,IW,11,1
23673039,,NA,NA,0.369,1e-04,13,IW,11,1
23673031,,NA,NA,0.369,1e-04,5,IW,11,1
23673035,,NA,NA,0.369,1e-04,9,IW,11,1
23673033,,NA,NA,0.369,1e-04,7,IW,11,1
23673036,,NA,NA,0.369,1e-04,10,IW,11,1
23673038,,NA,NA,0.369,1e-04,12,IW,11,1
23673027,,NA,NA,0.369,1e-04,1,IW,11,1
23673041,,NA,NA,0.369,1e-04,15,IW,11,1
23673037,,NA,NA,0.369,1e-04,11,IW,11,1
23673046,,NA,NA,0.369,1e-04,20,IW,11,1
23673055,,NA,NA,0.369,1e-04,29,IW,11,1
23673056,,NA,NA,0.369,1e-04,30,IW,11,1
23673057,,NA,NA,0.369,1e-04,31,IW,11,1
23673048,,NA,NA,0.369,1e-04,22,IW,11,1
23673049,,NA,NA,0.369,1e-04,23,IW,11,1
23673050,,NA,NA,0.369,1e-04,24,IW,11,1
23673054,,NA,NA,0.369,1e-04,28,IW,11,1
23673058,,NA,NA,0.369,1e-04,32,IW,11,1
23673053,,NA,NA,0.369,1e-04,27,IW,11,1
23673051,,NA,NA,0.369,1e-04,25,IW,11,1
23673052,,NA,NA,0.369,1e-04,26,IW,11,1
23673047,,NA,NA,0.369,1e-04,21,IW,11,1
23673059,,NA,NA,0.369,1e-04,33,IW,11,1
23673060,,NA,NA,0.369,1e-04,34,IW,11,1
23673061,,NA,NA,0.369,1e-04,35,IW,11,1
23673062,,NA,NA,0.369,1e-04,36,IW,11,1
23673063,,NA,NA,0.369,1e-04,37,IW,11,1
23673064,,NA,NA,0.369,1e-04,38,IW,11,1
23673067,,NA,NA,0.369,1e-04,41,IW,11,1
23673066,,NA,NA,0.369,1e-04,40,IW,11,1
23673065,,NA,NA,0.369,1e-04,39,IW,11,1
23673069,,NA,NA,0.369,1e-04,43,IW,11,1
23673070,,NA,NA,0.369,1e-04,44,IW,11,1
23673068,,NA,NA,0.369,1e-04,42,IW,11,1
23673071,,NA,NA,0.369,1e-04,45,IW,11,1
23673072,,NA,NA,0.369,1e-04,46,IW,11,1
23673077,,NA,NA,0.369,1e-04,51,IW,11,1
23673074,,NA,NA,0.369,1e-04,48,IW,11,1
23673073,,NA,NA,0.369,1e-04,47,IW,11,1
23673075,,NA,NA,0.369,1e-04,49,IW,11,1
23673076,,NA,NA,0.369,1e-04,50,IW,11,1
23673078,,NA,NA,0.369,1e-04,52,IW,11,1
23673079,,NA,NA,0.369,1e-04,53,IW,11,1
23673080,,NA,NA,0.369,1e-04,54,IW,11,1
23673081,,NA,NA,0.369,1e-04,55,IW,11,1
23673082,,NA,NA,0.369,1e-04,56,IW,11,1
23673083,,NA,NA,0.369,1e-04,57,IW,11,1
23673092,,NA,NA,0.369,1e-04,66,IW,11,1
23673085,,NA,NA,0.369,1e-04,59,IW,11,1
23673093,,NA,NA,0.369,1e-04,67,IW,11,1
23673087,,NA,NA,0.369,1e-04,61,IW,11,1
23673086,,NA,NA,0.369,1e-04,60,IW,11,1
23673090,,NA,NA,0.369,1e-04,64,IW,11,1
23673084,,NA,NA,0.369,1e-04,58,IW,11,1
23673089,,NA,NA,0.369,1e-04,63,IW,11,1
23673088,,NA,NA,0.369,1e-04,62,IW,11,1
23673091,,NA,NA,0.369,1e-04,65,IW,11,1
23673095,,NA,NA,0.369,1e-04,69,IW,11,1
23673094,,NA,NA,0.369,1e-04,68,IW,11,1
23673096,,NA,NA,0.369,1e-04,70,IW,11,1
23673097,,NA,NA,0.369,1e-04,71,IW,11,1
23673098,,NA,NA,0.369,1e-04,72,IW,11,1
23673102,,NA,NA,0.369,1e-04,76,IW,11,1
23673104,,NA,NA,0.369,1e-04,78,IW,11,1
23673103,,NA,NA,0.369,1e-04,77,IW,11,1
23673105,,NA,NA,0.369,1e-04,79,IW,11,1
23673110,,NA,NA,0.369,1e-04,84,IW,11,1
23673107,,NA,NA,0.369,1e-04,81,IW,11,1
23673109,,NA,NA,0.369,1e-04,83,IW,11,1
23673106,,NA,NA,0.369,1e-04,80,IW,11,1
23673108,,NA,NA,0.369,1e-04,82,IW,11,1
23673099,,NA,NA,0.369,1e-04,73,IW,11,1
23673100,,NA,NA,0.369,1e-04,74,IW,11,1
23673101,,NA,NA,0.369,1e-04,75,IW,11,1
23673111,,NA,NA,0.369,1e-04,85,IW,11,1
23673112,,NA,NA,0.369,1e-04,86,IW,11,1
23673113,,NA,NA,0.369,1e-04,87,IW,11,1
23673114,,NA,NA,0.369,1e-04,88,IW,11,1
23673120,,NA,NA,0.369,1e-04,94,IW,11,1
23673121,,NA,NA,0.369,1e-04,95,IW,11,1
23673122,,NA,NA,0.369,1e-04,96,IW,11,1
23673123,,NA,NA,0.369,1e-04,97,IW,11,1
23673116,,NA,NA,0.369,1e-04,90,IW,11,1
23673115,,NA,NA,0.369,1e-04,89,IW,11,1
23673124,,NA,NA,0.369,1e-04,98,IW,11,1
23673118,,NA,NA,0.369,1e-04,92,IW,11,1
23673119,,NA,NA,0.369,1e-04,93,IW,11,1
23673117,,NA,NA,0.369,1e-04,91,IW,11,1
23673126,,NA,NA,0.369,1e-04,100,IW,11,1
23673125,,NA,NA,0.369,1e-04,99,IW,11,1
23673127,,NA,NA,0.091,1e-04,1,IW,11,1
