batch_id,job_id,time_subm,status,runtime,nb_gens,immigration_rate,mainland_nb_species,mainland_z_sd,competition_sd,carrying_cap_sd,carrying_cap_opt,trait_opt,growth_rate,mutation_sd,trait_dist_sp,seed,comrad_version,comsie_version,sampling_on_event,sampling_freq,sampling_frac,brute_force_opt,csv_size
b88382,22667915,2022-01-07T11:29:48Z,"TIMEOUT,CANCELLED",1-16:00:09,185000,0.001,1000,0.01,0.172,4,1000,0,1,0.001,0.1,1320,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 47.64M
b88382,22667916,2022-01-07T11:29:49Z,COMPLETED,1-09:50:37,185000,1e-4,1000,0.01,0.172,4,1000,0,1,0.001,0.1,36434,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 41.72M
b88382,22667917,2022-01-07T11:29:49Z,COMPLETED,1-11:19:08,185000,1e-5,1000,0.01,0.172,4,1000,0,1,0.001,0.1,22468,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 43.89M
b88382,22667918,2022-01-07T11:29:49Z,COMPLETED,2-08:37:12,170000,1,1000,0.01,0.146,4,1000,0,1,0.001,0.1,33452,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 57.08M
b88382,22667919,2022-01-07T11:29:50Z,COMPLETED,2-06:59:22,170000,0.1,1000,0.01,0.146,4,1000,0,1,0.001,0.1,18907,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 55.34M
b88382,22667920,2022-01-07T11:29:50Z,COMPLETED,2-05:40:13,170000,0.01,1000,0.01,0.146,4,1000,0,1,0.001,0.1,6598,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 54.25M
b88382,22667921,2022-01-07T11:29:50Z,COMPLETED,2-04:24:16,170000,0.001,1000,0.01,0.146,4,1000,0,1,0.001,0.1,4963,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 53.3M
b88382,22667922,2022-01-07T11:29:50Z,COMPLETED,1-18:11:37,170000,1e-4,1000,0.01,0.146,4,1000,0,1,0.001,0.1,33869,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 45.05M
b88382,22667923,2022-01-07T11:29:51Z,COMPLETED,1-11:35:55,170000,1e-5,1000,0.01,0.146,4,1000,0,1,0.001,0.1,23540,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 39.05M
b88382,22667924,2022-01-07T11:29:51Z,"TIMEOUT,CANCELLED",2-12:00:33,155000,1,1000,0.01,0.127,4,1000,0,1,0.001,0.1,18613,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 52.81M
b88382,22667925,2022-01-07T11:29:51Z,"CANCELLED,TIMEOUT",2-12:00:33,155000,0.1,1000,0.01,0.127,4,1000,0,1,0.001,0.1,26939,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 52.49M
b88382,22667926,2022-01-07T11:29:51Z,"TIMEOUT,CANCELLED",2-12:00:33,155000,0.01,1000,0.01,0.127,4,1000,0,1,0.001,0.1,19644,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 52.85M
b88382,22667929,2022-01-07T11:29:51Z,COMPLETED,2-10:50:53,155000,1e-5,1000,0.01,0.127,4,1000,0,1,0.001,0.1,49788,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 53.16M
b88382,22667927,2022-01-07T11:29:51Z,"TIMEOUT,CANCELLED",2-12:00:33,155000,0.001,1000,0.01,0.127,4,1000,0,1,0.001,0.1,44091,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 53.54M
b88382,22667928,2022-01-07T11:29:51Z,COMPLETED,2-01:30:49,155000,1e-4,1000,0.01,0.127,4,1000,0,1,0.001,0.1,34652,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 46.78M
b88382,22667930,2022-01-07T11:29:52Z,"TIMEOUT,CANCELLED",2-12:00:33,140000,1,1000,0.01,0.112,4,1000,0,1,0.001,0.1,23644,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 46.49M
b88382,22667931,2022-01-07T11:29:52Z,"TIMEOUT,CANCELLED",2-12:00:33,140000,0.1,1000,0.01,0.112,4,1000,0,1,0.001,0.1,31500,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 46.51M
b88382,22667932,2022-01-07T11:29:52Z,"TIMEOUT,CANCELLED",2-12:00:33,140000,0.01,1000,0.01,0.112,4,1000,0,1,0.001,0.1,4326,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 46.68M
b88382,22667933,2022-01-07T11:29:52Z,"TIMEOUT,CANCELLED",2-12:00:33,140000,0.001,1000,0.01,0.112,4,1000,0,1,0.001,0.1,6354,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 47.25M
b88382,22667934,2022-01-07T11:29:52Z,"CANCELLED,TIMEOUT",2-12:00:33,140000,1e-4,1000,0.01,0.112,4,1000,0,1,0.001,0.1,5981,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 49.11M
b88382,22667935,2022-01-07T11:29:53Z,"CANCELLED,TIMEOUT",2-12:00:33,140000,1e-5,1000,0.01,0.112,4,1000,0,1,0.001,0.1,45494,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 49.64M
b88382,22667936,2022-01-07T11:29:53Z,"CANCELLED,TIMEOUT",2-12:00:33,125000,1,1000,0.01,0.1,4,1000,0,1,0.001,0.1,22504,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 41.63M
b88382,22667937,2022-01-07T11:29:53Z,"CANCELLED,TIMEOUT",2-12:00:33,125000,0.1,1000,0.01,0.1,4,1000,0,1,0.001,0.1,32084,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 41.63M
b88382,22667938,2022-01-07T11:29:54Z,"TIMEOUT,CANCELLED",2-12:00:33,125000,0.01,1000,0.01,0.1,4,1000,0,1,0.001,0.1,3860,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 41.96M
b88382,22667939,2022-01-07T11:29:54Z,"CANCELLED,TIMEOUT",2-12:00:33,125000,0.001,1000,0.01,0.1,4,1000,0,1,0.001,0.1,22120,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 42.18M
b88382,22667942,2022-01-07T11:29:54Z,"CANCELLED,TIMEOUT",3-08:00:03,110000,1,1000,0.01,0.091,4,1000,0,1,0.001,0.1,47008,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 50.95M
b88382,22667940,2022-01-07T11:29:54Z,"TIMEOUT,CANCELLED",2-12:00:33,125000,1e-4,1000,0.01,0.1,4,1000,0,1,0.001,0.1,49117,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 43.79M
b88382,22667944,2022-01-07T11:29:55Z,"TIMEOUT,CANCELLED",3-08:00:02,110000,0.01,1000,0.01,0.091,4,1000,0,1,0.001,0.1,3378,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 51.12M
b88382,22667945,2022-01-07T11:29:55Z,"TIMEOUT,CANCELLED",3-08:00:02,110000,0.001,1000,0.01,0.091,4,1000,0,1,0.001,0.1,39493,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 51.83M
b88382,22667943,2022-01-07T11:29:55Z,"CANCELLED,TIMEOUT",3-08:00:02,110000,0.1,1000,0.01,0.091,4,1000,0,1,0.001,0.1,7328,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 50.81M
b88382,22667941,2022-01-07T11:29:55Z,"CANCELLED,TIMEOUT",2-12:00:33,125000,1e-5,1000,0.01,0.1,4,1000,0,1,0.001,0.1,39000,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 44.7M
b88382,22667946,2022-01-10T19:29:41Z,RUNNING,1-19:09:54,110000,1e-4,1000,0.01,0.091,4,1000,0,1,0.001,0.1,42009,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 24.82M
b88382,22667947,2022-01-10T19:29:41Z,RUNNING,1-19:09:55,110000,1e-5,1000,0.01,0.091,4,1000,0,1,0.001,0.1,23322,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 25.62M
b35244,22748918,2022-01-13T13:26:58Z,COMPLETED,1-00:16:48,185000,0.01,1000,0.01,0.172,3,1000,0,1,0.001,0.1,11896,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 37.84M
b35244,22748915,2022-01-13T13:26:58Z,COMPLETED,1-02:00:04,185000,1,1000,0.01,0.172,3,1000,0,1,0.001,0.1,49123,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 40.43M
b35244,22748920,2022-01-13T13:26:58Z,COMPLETED,23:28:36,185000,5e-4,1000,0.01,0.172,3,1000,0,1,0.001,0.1,3927,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 36.93M
b35244,22748923,2022-01-13T13:26:58Z,FAILED,00:00:16,185000,0,1000,0.01,0.172,3,1000,0,1,0.001,0.1,46462,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 36K
b35244,22748910,2022-01-13T13:26:58Z,COMPLETED,17:24:07,200000,0.001,1000,0.01,0.209,3,1000,0,1,0.001,0.1,21176,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 32.87M
b35244,22748919,2022-01-13T13:26:58Z,COMPLETED,23:34:39,185000,0.001,1000,0.01,0.172,3,1000,0,1,0.001,0.1,35380,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 36.99M
b35244,22748909,2022-01-13T13:26:58Z,COMPLETED,17:54:07,200000,0.01,1000,0.01,0.209,3,1000,0,1,0.001,0.1,18828,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 33.46M
b35244,22748914,2022-01-13T13:26:58Z,FAILED,00:00:16,200000,0,1000,0.01,0.209,3,1000,0,1,0.001,0.1,3631,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 36K
b35244,22748917,2022-01-13T13:26:58Z,COMPLETED,1-00:46:03,185000,0.1,1000,0.01,0.172,3,1000,0,1,0.001,0.1,29858,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 38.45M
b35244,22748921,2022-01-13T13:26:58Z,COMPLETED,22:10:27,185000,1e-4,1000,0.01,0.172,3,1000,0,1,0.001,0.1,41340,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 35.12M
b35244,22748912,2022-01-13T13:26:58Z,COMPLETED,16:43:33,200000,5e-4,1000,0.01,0.209,3,1000,0,1,0.001,0.1,49868,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 31.88M
b35244,22748913,2022-01-13T13:26:58Z,COMPLETED,16:03:07,200000,1e-4,1000,0.01,0.209,3,1000,0,1,0.001,0.1,21326,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 30.42M
b35244,22748900,2022-01-13T13:27:03Z,COMPLETED,15:20:12,275000,0.01,1000,0.01,0.267,3,1000,0,1,0.001,0.1,18779,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 35.95M
b35244,22748902,2022-01-13T13:27:03Z,COMPLETED,14:57:08,275000,0.001,1000,0.01,0.267,3,1000,0,1,0.001,0.1,42117,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 35.3M
b35244,22748908,2022-01-13T13:27:03Z,COMPLETED,18:28:47,200000,0.1,1000,0.01,0.209,3,1000,0,1,0.001,0.1,2368,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 34.29M
b35244,22748905,2022-01-13T13:27:03Z,FAILED,00:00:17,275000,0,1000,0.01,0.267,3,1000,0,1,0.001,0.1,5954,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 36K
b35244,22748897,2022-01-13T13:27:03Z,FAILED,00:00:17,350000,0,1000,0.01,0.369,3,1000,0,1,0.001,0.1,12258,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 36K
b35244,22748899,2022-01-13T13:27:03Z,COMPLETED,15:52:11,275000,0.1,1000,0.01,0.267,3,1000,0,1,0.001,0.1,3525,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 37.18M
b35244,22748895,2022-01-13T13:27:03Z,COMPLETED,09:28:47,350000,1e-4,1000,0.01,0.369,3,1000,0,1,0.001,0.1,7952,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 30.47M
b35244,22748889,2022-01-13T13:27:03Z,COMPLETED,12:38:53,350000,1,1000,0.01,0.369,3,1000,0,1,0.001,0.1,41007,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 37.91M
b35244,22748890,2022-01-13T13:27:03Z,COMPLETED,11:01:59,350000,0.1,1000,0.01,0.369,3,1000,0,1,0.001,0.1,28055,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 34.45M
b35244,22748892,2022-01-13T13:27:03Z,COMPLETED,10:44:52,350000,0.01,1000,0.01,0.369,3,1000,0,1,0.001,0.1,2111,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 33.71M
b35244,22748894,2022-01-13T13:27:03Z,COMPLETED,10:07:47,350000,5e-4,1000,0.01,0.369,3,1000,0,1,0.001,0.1,19001,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 32.13M
b35244,22748903,2022-01-13T13:27:03Z,COMPLETED,14:46:56,275000,5e-4,1000,0.01,0.267,3,1000,0,1,0.001,0.1,41085,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 34.96M
b35244,22748898,2022-01-13T13:27:03Z,COMPLETED,17:17:22,275000,1,1000,0.01,0.267,3,1000,0,1,0.001,0.1,16828,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 40.2M
b35244,22748907,2022-01-13T13:27:03Z,COMPLETED,19:37:03,200000,1,1000,0.01,0.209,3,1000,0,1,0.001,0.1,2180,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 36.54M
b35244,22748904,2022-01-13T13:27:03Z,COMPLETED,13:19:26,275000,1e-4,1000,0.01,0.267,3,1000,0,1,0.001,0.1,35721,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 31.68M
b35244,22748893,2022-01-13T13:27:03Z,COMPLETED,10:16:22,350000,0.001,1000,0.01,0.369,3,1000,0,1,0.001,0.1,44997,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 32.38M
b35244,22748952,2022-01-13T13:27:04Z,COMPLETED,2-01:55:48,125000,1,1000,0.01,0.1,3,1000,0,1,0.001,0.1,24806,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 46.41M
b35244,22748947,2022-01-13T13:27:04Z,COMPLETED,1-16:09:20,140000,0.001,1000,0.01,0.112,3,1000,0,1,0.001,0.1,47831,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 42.05M
b35244,22748950,2022-01-13T13:27:04Z,COMPLETED,1-14:39:27,140000,1e-4,1000,0.01,0.112,3,1000,0,1,0.001,0.1,21021,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 41.39M
b35244,22748948,2022-01-13T13:27:04Z,COMPLETED,1-15:57:30,140000,5e-4,1000,0.01,0.112,3,1000,0,1,0.001,0.1,20282,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 42.21M
b35244,22748946,2022-01-13T13:27:04Z,COMPLETED,1-18:38:13,140000,0.01,1000,0.01,0.112,3,1000,0,1,0.001,0.1,34422,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 44.02M
b35244,22748951,2022-01-13T13:27:04Z,FAILED,00:00:23,140000,0,1000,0.01,0.112,3,1000,0,1,0.001,0.1,30402,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 36K
b35244,22748942,2022-01-13T13:27:04Z,FAILED,00:00:23,155000,0,1000,0.01,0.127,3,1000,0,1,0.001,0.1,43327,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 36K
b35244,22748938,2022-01-13T13:27:04Z,COMPLETED,1-11:48:13,155000,0.001,1000,0.01,0.127,3,1000,0,1,0.001,0.1,30913,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 42.37M
b35244,22748941,2022-01-13T13:27:04Z,COMPLETED,1-10:05:46,155000,1e-4,1000,0.01,0.127,3,1000,0,1,0.001,0.1,38906,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 40.89M
b35244,22748940,2022-01-13T13:27:04Z,COMPLETED,1-10:55:16,155000,5e-4,1000,0.01,0.127,3,1000,0,1,0.001,0.1,38838,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 41.41M
b35244,22748945,2022-01-13T13:27:04Z,COMPLETED,1-19:35:45,140000,0.1,1000,0.01,0.112,3,1000,0,1,0.001,0.1,29780,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 45.22M
b35244,22748943,2022-01-13T13:27:04Z,COMPLETED,1-20:53:14,140000,1,1000,0.01,0.112,3,1000,0,1,0.001,0.1,39118,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 46.66M
b35244,22748937,2022-01-13T13:27:04Z,COMPLETED,1-13:07:11,155000,0.01,1000,0.01,0.127,3,1000,0,1,0.001,0.1,37385,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 43.43M
b35244,22748930,2022-01-13T13:27:04Z,COMPLETED,1-04:05:53,170000,1e-4,1000,0.01,0.146,3,1000,0,1,0.001,0.1,48402,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 38.76M
b35244,22748935,2022-01-13T13:27:04Z,COMPLETED,1-14:56:33,155000,1,1000,0.01,0.127,3,1000,0,1,0.001,0.1,48137,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 45.19M
b35244,22748928,2022-01-13T13:27:04Z,COMPLETED,1-04:54:34,170000,0.001,1000,0.01,0.146,3,1000,0,1,0.001,0.1,22606,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 39.07M
b35244,22748925,2022-01-13T13:27:04Z,COMPLETED,1-07:28:03,170000,0.1,1000,0.01,0.146,3,1000,0,1,0.001,0.1,33400,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 41.87M
b35244,22748926,2022-01-13T13:27:04Z,COMPLETED,1-06:48:23,170000,0.01,1000,0.01,0.146,3,1000,0,1,0.001,0.1,43700,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 41.26M
b35244,22748929,2022-01-13T13:27:04Z,COMPLETED,1-04:28:46,170000,5e-4,1000,0.01,0.146,3,1000,0,1,0.001,0.1,30584,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 38.71M
b35244,22748936,2022-01-13T13:27:04Z,COMPLETED,1-13:32:48,155000,0.1,1000,0.01,0.127,3,1000,0,1,0.001,0.1,38147,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 43.71M
b35244,22748931,2022-01-13T13:27:04Z,FAILED,00:00:22,170000,0,1000,0.01,0.146,3,1000,0,1,0.001,0.1,10774,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 36K
b35244,22748924,2022-01-13T13:27:04Z,COMPLETED,1-08:45:57,170000,1,1000,0.01,0.146,3,1000,0,1,0.001,0.1,21988,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 43.64M
b35244,22748953,2022-01-13T13:27:09Z,COMPLETED,2-00:41:25,125000,0.1,1000,0.01,0.1,3,1000,0,1,0.001,0.1,24443,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 45.18M
b35244,22748955,2022-01-13T13:27:58Z,COMPLETED,1-23:52:32,125000,0.01,1000,0.01,0.1,3,1000,0,1,0.001,0.1,35079,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 44.58M
b35244,22748956,2022-01-13T15:22:11Z,COMPLETED,1-21:56:55,125000,0.001,1000,0.01,0.1,3,1000,0,1,0.001,0.1,12830,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 43.53M
b35244,22748957,2022-01-13T16:14:57Z,COMPLETED,1-21:38:03,125000,5e-4,1000,0.01,0.1,3,1000,0,1,0.001,0.1,24948,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 43.09M
b35244,22748959,2022-01-13T16:24:01Z,COMPLETED,1-19:24:41,125000,1e-4,1000,0.01,0.1,3,1000,0,1,0.001,0.1,25524,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 41.66M
b35244,22748960,2022-01-13T19:59:26Z,FAILED,00:00:15,125000,0,1000,0.01,0.1,3,1000,0,1,0.001,0.1,32220,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 36K
b35244,22748961,2022-01-13T20:00:13Z,RUNNING,2-03:00:50,110000,1,1000,0.01,0.091,3,1000,0,1,0.001,0.1,30446,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 43.2M
b35244,22748962,2022-01-13T21:50:27Z,RUNNING,2-01:10:39,110000,0.1,1000,0.01,0.091,3,1000,0,1,0.001,0.1,9806,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 41.53M
b35244,22748964,2022-01-14T02:49:34Z,RUNNING,1-20:11:33,110000,0.01,1000,0.01,0.091,3,1000,0,1,0.001,0.1,3194,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 37.5M
b35244,22748965,2022-01-14T03:41:26Z,RUNNING,1-19:19:40,110000,0.001,1000,0.01,0.091,3,1000,0,1,0.001,0.1,23003,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 37.36M
b35244,22748966,2022-01-14T04:34:08Z,RUNNING,1-18:26:58,110000,5e-4,1000,0.01,0.091,3,1000,0,1,0.001,0.1,17834,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 37.3M
b35244,22748967,2022-01-14T05:19:24Z,COMPLETED,1-16:51:36,110000,1e-4,1000,0.01,0.091,3,1000,0,1,0.001,0.1,8636,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 36.2M
b35244,22748969,2022-01-14T19:10:41Z,FAILED,00:00:23,110000,0,1000,0.01,0.091,3,1000,0,1,0.001,0.1,27564,[1] ‘0.2.0’,[1] ‘2.0.1’,FALSE,200,0.05,simd_omp, 36K
